WorkTimeInSeconds,Input.Restaurant,Input.Question,Answer.Q1AnswerPart1
66,Urbann Turbann,Does this restaurant have a parking lot?,-60
343,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-100
39,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
6,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-100
154,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-100
33,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
30,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-100
11,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-60
58,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
31,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
30,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-100
32,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-100
13,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-60
134,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-100
160,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
76,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-60
26,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-60
12,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
20,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,60
10,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
45,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-100
39,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
29,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
35,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-100
17,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-100
113,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
14,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
77,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
48,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-100
20,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,-80
26,Zachary's Chicago Pizza,Does this restaurant have a drive-through?,80
32,Gregoire,Does this restaurant have a parking lot?,-80
57,Gregoire,Does this restaurant have a parking lot?,-60
21,Gregoire,Does this restaurant have a parking lot?,-100
39,Gregoire,Does this restaurant have a parking lot?,-60
6,Gregoire,Does this restaurant have a parking lot?,80
20,Gregoire,Does this restaurant have a parking lot?,-100
67,Gregoire,Does this restaurant have a parking lot?,-100
275,Gregoire,Does this restaurant have a parking lot?,-80
30,Gregoire,Does this restaurant have a parking lot?,-100
30,Gregoire,Does this restaurant have a parking lot?,-100
21,Gregoire,Does this restaurant have a parking lot?,-100
6,Gregoire,Does this restaurant have a parking lot?,-100
11,Gregoire,Does this restaurant have a parking lot?,100
20,Gregoire,Does this restaurant have a parking lot?,-80
215,Gregoire,Does this restaurant have a parking lot?,80
87,Gregoire,Does this restaurant have a parking lot?,-80
18,Gregoire,Does this restaurant have a parking lot?,-80
60,Gregoire,Does this restaurant have a parking lot?,60
11,Gregoire,Does this restaurant have a parking lot?,100
95,Gregoire,Does this restaurant have a parking lot?,0
24,Gregoire,Does this restaurant have a parking lot?,-100
130,Gregoire,Does this restaurant have a parking lot?,-80
47,Gregoire,Does this restaurant have a parking lot?,-80
42,Gregoire,Does this restaurant have a parking lot?,-100
29,Gregoire,Does this restaurant have a parking lot?,60
19,Gregoire,Does this restaurant have a parking lot?,-100
35,Gregoire,Does this restaurant have a parking lot?,-100
33,Gregoire,Does this restaurant have a parking lot?,-60
141,Gregoire,Does this restaurant have a parking lot?,-80
39,Gregoire,Does this restaurant have a parking lot?,-60
49,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,-80
26,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,60
40,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,-100
26,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,0
45,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,-60
76,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,0
32,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,80
32,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,100
91,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,-80
21,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,60
10,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,60
6,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,60
61,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,80
28,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,0
39,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,100
228,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,80
158,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,-60
115,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,80
72,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,-80
337,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,80
86,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,-80
19,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,-80
24,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,-80
21,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,100
18,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,60
45,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,-100
13,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,100
60,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,60
181,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,100
18,La Note Restaurant Provencal,Does this restaurant have a romantic atmosphere?,-60
9,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
19,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-60
168,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,100
16,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
64,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-80
40,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-80
48,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
29,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-80
20,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
81,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
92,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-80
91,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
27,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-80
11,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
28,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
29,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-80
42,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
349,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-80
83,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
51,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-80
54,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,80
309,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
25,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
20,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,80
54,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
20,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
42,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
29,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-80
121,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-80
17,Toss Noodle Bar,Would a typical meal at this restaurant cost more than $30?,-100
23,Rivoli,Does this restaurant have a drive-through?,-100
6,Rivoli,Does this restaurant have a drive-through?,-80
44,Rivoli,Does this restaurant have a drive-through?,-80
28,Rivoli,Does this restaurant have a drive-through?,-80
93,Rivoli,Does this restaurant have a drive-through?,-80
27,Rivoli,Does this restaurant have a drive-through?,-100
16,Rivoli,Does this restaurant have a drive-through?,-100
45,Rivoli,Does this restaurant have a drive-through?,-100
35,Rivoli,Does this restaurant have a drive-through?,-100
19,Rivoli,Does this restaurant have a drive-through?,-80
30,Rivoli,Does this restaurant have a drive-through?,-80
33,Rivoli,Does this restaurant have a drive-through?,-100
6,Rivoli,Does this restaurant have a drive-through?,-100
262,Rivoli,Does this restaurant have a drive-through?,-80
14,Rivoli,Does this restaurant have a drive-through?,-80
62,Rivoli,Does this restaurant have a drive-through?,-100
71,Rivoli,Does this restaurant have a drive-through?,-80
122,Rivoli,Does this restaurant have a drive-through?,-100
12,Rivoli,Does this restaurant have a drive-through?,-100
43,Rivoli,Does this restaurant have a drive-through?,-80
26,Rivoli,Does this restaurant have a drive-through?,-100
50,Rivoli,Does this restaurant have a drive-through?,-100
27,Rivoli,Does this restaurant have a drive-through?,-100
26,Rivoli,Does this restaurant have a drive-through?,-100
16,Rivoli,Does this restaurant have a drive-through?,-100
491,Rivoli,Does this restaurant have a drive-through?,-100
16,Rivoli,Does this restaurant have a drive-through?,-80
129,Rivoli,Does this restaurant have a drive-through?,-100
49,Rivoli,Does this restaurant have a drive-through?,-80
234,Rivoli,Does this restaurant have a drive-through?,100
106,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-60
42,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,80
55,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,60
74,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,80
440,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-60
49,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-100
49,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-60
26,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,0
53,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-100
33,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-80
197,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,0
84,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-80
86,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,80
56,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-80
92,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-80
62,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-80
48,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,60
26,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,100
44,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-100
16,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-80
25,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-80
82,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,0
25,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-80
29,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,-100
23,Urbann Turbann,Does this restaurant have more than 20 items on its menu?,100
